,symboling,height,curb_weight,engine_size,bore,compression_ratio,horsepower,peak_rpm,highway_mpg,engine_location_is_front,fuel_type_is_gas,make_honda,make_nissan,make_peugot,make_volkswagen,make_volvo,body_style_other,drive_wheels_fwd,drive_wheels_rwd,engine_type_ohc,fuel_system_other,normalized_losses
74,1,55.4,3715,304,3.8,8.0,184.0,4500.0,16,1,1,0,0,0,0,0,1,0,1,0,0,122.0
75,1,54.8,2910,140,3.78,8.0,175.0,5000.0,24,1,1,0,0,0,0,0,0,0,1,1,0,122.0
76,2,50.8,1918,92,2.97,9.4,68.0,5500.0,41,1,1,0,0,0,0,0,0,1,0,1,0,161.0
77,2,50.8,1944,92,2.97,9.4,68.0,5500.0,38,1,1,0,0,0,0,0,0,1,0,1,0,161.0
78,2,50.8,2004,92,2.97,9.4,68.0,5500.0,38,1,1,0,0,0,0,0,0,1,0,1,0,161.0
79,1,50.8,2145,98,3.03,7.6,102.0,5500.0,30,1,1,0,0,0,0,0,0,1,0,1,1,161.0
80,3,49.4,2370,110,3.17,7.5,116.0,5500.0,30,1,1,0,0,0,0,0,0,1,0,1,1,153.0
81,3,49.4,2328,122,3.35,8.5,88.0,5000.0,32,1,1,0,0,0,0,0,0,1,0,1,0,153.0
82,3,50.2,2833,156,3.58,7.0,145.0,5000.0,24,1,1,0,0,0,0,0,0,1,0,1,1,122.0
83,3,50.2,2921,156,3.59,7.0,145.0,5000.0,24,1,1,0,0,0,0,0,0,1,0,1,1,122.0
84,3,50.2,2926,156,3.59,7.0,145.0,5000.0,24,1,1,0,0,0,0,0,0,1,0,1,1,122.0
85,1,51.6,2365,122,3.35,8.5,88.0,5000.0,32,1,1,0,0,0,0,0,0,1,0,1,0,125.0
86,1,51.6,2405,122,3.35,8.5,88.0,5000.0,32,1,1,0,0,0,0,0,0,1,0,1,0,125.0
87,1,51.6,2403,110,3.17,7.5,116.0,5500.0,30,1,1,0,0,0,0,0,0,1,0,1,1,125.0
88,-1,51.6,2403,110,3.17,7.5,116.0,5500.0,30,1,1,0,0,0,0,0,0,1,0,1,1,137.0
89,1,54.5,1889,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,128.0
90,1,54.5,2017,103,2.99,21.9,55.0,4800.0,50,1,0,0,1,0,0,0,0,1,0,1,0,128.0
91,1,54.5,1918,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,128.0
92,1,54.5,1938,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,122.0
93,1,53.5,2024,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,103.0
94,1,54.5,1951,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,128.0
95,1,53.3,2028,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,128.0
96,1,54.5,1971,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,122.0
97,1,53.5,2037,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,0,1,0,1,0,103.0
98,2,53.3,2008,97,3.15,9.4,69.0,5200.0,37,1,1,0,1,0,0,0,1,1,0,1,0,168.0
99,0,54.7,2324,120,3.33,8.5,97.0,5200.0,34,1,1,0,1,0,0,0,0,1,0,1,0,106.0
100,0,54.7,2302,120,3.33,8.5,97.0,5200.0,34,1,1,0,1,0,0,0,0,1,0,1,0,106.0
101,0,55.1,3095,181,3.43,9.0,152.0,5200.0,22,1,1,0,1,0,0,0,0,1,0,0,0,128.0
102,0,56.1,3296,181,3.43,9.0,152.0,5200.0,22,1,1,0,1,0,0,0,0,1,0,0,0,108.0
103,0,55.1,3060,181,3.43,9.0,152.0,5200.0,25,1,1,0,1,0,0,0,0,1,0,0,0,108.0
104,3,49.7,3071,181,3.43,9.0,160.0,5200.0,25,1,1,0,1,0,0,0,0,0,1,0,0,194.0
105,3,49.7,3139,181,3.43,7.8,200.0,5200.0,23,1,1,0,1,0,0,0,0,0,1,0,0,194.0
106,1,49.7,3139,181,3.43,9.0,160.0,5200.0,25,1,1,0,1,0,0,0,0,0,1,0,0,231.0
107,0,56.7,3020,120,3.46,8.4,97.0,5000.0,24,1,1,0,0,1,0,0,0,0,1,0,0,161.0
108,0,56.7,3197,152,3.7,21.0,95.0,4150.0,33,1,0,0,0,1,0,0,0,0,1,0,0,161.0
109,0,58.7,3230,120,3.46,8.4,97.0,5000.0,24,1,1,0,0,1,0,0,0,0,1,0,0,122.0
110,0,58.7,3430,152,3.7,21.0,95.0,4150.0,25,1,0,0,0,1,0,0,0,0,1,0,0,122.0
111,0,56.7,3075,120,3.46,8.4,95.0,5000.0,24,1,1,0,0,1,0,0,0,0,1,0,0,161.0
112,0,56.7,3252,152,3.7,21.0,95.0,4150.0,33,1,0,0,0,1,0,0,0,0,1,0,0,161.0
113,0,56.7,3285,120,3.46,8.4,95.0,5000.0,24,1,1,0,0,1,0,0,0,0,1,0,0,122.0
114,0,58.7,3485,152,3.7,21.0,95.0,4150.0,25,1,0,0,0,1,0,0,0,0,1,0,0,122.0
115,0,56.7,3075,120,3.46,8.4,97.0,5000.0,24,1,1,0,0,1,0,0,0,0,1,0,0,161.0
116,0,56.7,3252,152,3.7,21.0,95.0,4150.0,33,1,0,0,0,1,0,0,0,0,1,0,0,161.0
117,0,56.0,3130,134,3.61,7.0,142.0,5600.0,24,1,1,0,0,1,0,0,0,0,1,0,0,161.0
118,1,50.8,1918,90,2.97,9.4,68.0,5500.0,41,1,1,0,0,0,0,0,0,1,0,1,0,119.0
119,1,50.8,2128,98,3.03,7.6,102.0,5500.0,30,1,1,0,0,0,0,0,0,1,0,1,1,119.0
120,1,50.6,1967,90,2.97,9.4,68.0,5500.0,38,1,1,0,0,0,0,0,0,1,0,1,0,154.0
121,1,50.8,1989,90,2.97,9.4,68.0,5500.0,38,1,1,0,0,0,0,0,0,1,0,1,0,154.0
122,1,50.8,2191,98,2.97,9.4,68.0,5500.0,38,1,1,0,0,0,0,0,0,1,0,1,0,154.0
123,-1,59.8,2535,122,3.35,8.5,88.0,5000.0,30,1,1,0,0,0,0,0,0,1,0,1,0,74.0
124,3,50.2,2818,156,3.59,7.0,145.0,5000.0,24,1,1,0,0,0,0,0,0,0,1,1,1,122.0
125,3,50.2,2778,151,3.94,9.5,143.0,5500.0,27,1,1,0,0,0,0,0,0,0,1,1,0,186.0
126,3,51.6,2756,194,3.74,9.5,207.0,5900.0,25,0,1,0,0,0,0,0,1,0,1,0,0,122.0
127,3,51.6,2756,194,3.74,9.5,207.0,5900.0,25,0,1,0,0,0,0,0,1,0,1,0,0,122.0
128,3,51.6,2800,194,3.74,9.5,207.0,5900.0,25,0,1,0,0,0,0,0,1,0,1,0,0,122.0
129,1,50.5,3366,203,3.94,10.0,288.0,5750.0,28,1,1,0,0,0,0,0,0,0,1,0,0,122.0
130,0,55.2,2579,132,3.46,8.7,104.256157635468,5125.369458128079,31,1,1,0,0,0,0,0,0,1,0,1,0,122.0
131,2,50.5,2460,132,3.46,8.7,104.256157635468,5125.369458128079,31,1,1,0,0,0,0,0,0,1,0,1,0,122.0
132,3,56.1,2658,121,3.54,9.31,110.0,5250.0,28,1,1,0,0,0,0,0,0,1,0,1,0,150.0
133,2,56.1,2695,121,3.54,9.3,110.0,5250.0,28,1,1,0,0,0,0,0,0,1,0,1,0,104.0
134,3,56.1,2707,121,2.54,9.3,110.0,5250.0,28,1,1,0,0,0,0,0,0,1,0,1,0,150.0
135,2,56.1,2758,121,3.54,9.3,110.0,5250.0,28,1,1,0,0,0,0,0,0,1,0,1,0,104.0
136,3,56.1,2808,121,3.54,9.0,160.0,5500.0,26,1,1,0,0,0,0,0,0,1,0,0,0,150.0
137,2,56.1,2847,121,3.54,9.0,160.0,5500.0,26,1,1,0,0,0,0,0,0,1,0,0,0,104.0
138,2,53.7,2050,97,3.62,9.0,69.0,4900.0,36,1,1,0,0,0,0,0,0,1,0,0,0,83.0
139,2,53.7,2120,108,3.62,8.7,73.0,4400.0,31,1,1,0,0,0,0,0,0,1,0,0,0,83.0
140,2,55.7,2240,108,3.62,8.7,73.0,4400.0,31,1,1,0,0,0,0,0,0,0,0,0,0,83.0
141,0,52.5,2145,108,3.62,9.5,82.0,4800.0,37,1,1,0,0,0,0,0,0,1,0,0,0,102.0
142,0,52.5,2190,108,3.62,9.5,82.0,4400.0,33,1,1,0,0,0,0,0,0,1,0,0,0,102.0
143,0,52.5,2340,108,3.62,9.0,94.0,5200.0,32,1,1,0,0,0,0,0,0,1,0,0,0,102.0
144,0,54.3,2385,108,3.62,9.0,82.0,4800.0,25,1,1,0,0,0,0,0,0,0,0,0,0,102.0
145,0,54.3,2510,108,3.62,7.7,111.0,4800.0,29,1,1,0,0,0,0,0,0,0,0,0,0,102.0
146,0,53.0,2290,108,3.62,9.0,82.0,4800.0,32,1,1,0,0,0,0,0,0,1,0,0,0,89.0
147,0,53.0,2455,108,3.62,9.0,94.0,5200.0,31,1,1,0,0,0,0,0,0,1,0,0,0,89.0
148,0,54.9,2420,108,3.62,9.0,82.0,4800.0,29,1,1,0,0,0,0,0,0,0,0,0,0,85.0
149,0,54.9,2650,108,3.62,7.7,111.0,4800.0,23,1,1,0,0,0,0,0,0,0,0,0,0,85.0
150,1,54.5,1985,92,3.05,9.0,62.0,4800.0,39,1,1,0,0,0,0,0,0,1,0,1,0,87.0
151,1,54.5,2040,92,3.05,9.0,62.0,4800.0,38,1,1,0,0,0,0,0,0,1,0,1,0,87.0
152,1,54.5,2015,92,3.05,9.0,62.0,4800.0,38,1,1,0,0,0,0,0,0,1,0,1,0,74.0
153,0,59.1,2280,92,3.05,9.0,62.0,4800.0,37,1,1,0,0,0,0,0,0,1,0,1,0,77.0
154,0,59.1,2290,92,3.05,9.0,62.0,4800.0,32,1,1,0,0,0,0,0,0,0,0,1,0,81.0
155,0,59.1,3110,92,3.05,9.0,62.0,4800.0,32,1,1,0,0,0,0,0,0,0,0,1,0,91.0
156,0,53.0,2081,98,3.19,9.0,70.0,4800.0,37,1,1,0,0,0,0,0,0,1,0,1,0,91.0
157,0,52.8,2109,98,3.19,9.0,70.0,4800.0,37,1,1,0,0,0,0,0,0,1,0,1,0,91.0
158,0,53.0,2275,110,3.27,22.5,56.0,4500.0,36,1,0,0,0,0,0,0,0,1,0,1,0,91.0
159,0,52.8,2275,110,3.27,22.5,56.0,4500.0,47,1,0,0,0,0,0,0,0,1,0,1,0,91.0
160,0,53.0,2094,98,3.19,9.0,70.0,4800.0,47,1,1,0,0,0,0,0,0,1,0,1,0,91.0
161,0,52.8,2122,98,3.19,9.0,70.0,4800.0,34,1,1,0,0,0,0,0,0,1,0,1,0,91.0
162,0,52.8,2140,98,3.19,9.0,70.0,4800.0,34,1,1,0,0,0,0,0,0,1,0,1,0,91.0
163,1,52.6,2169,98,3.19,9.0,70.0,4800.0,34,1,1,0,0,0,0,0,0,0,1,1,0,168.0
164,1,52.6,2204,98,3.19,9.0,70.0,4800.0,34,1,1,0,0,0,0,0,0,0,1,1,0,168.0
165,1,52.6,2265,98,3.24,9.4,112.0,6600.0,29,1,1,0,0,0,0,0,0,0,1,0,0,168.0
166,1,52.6,2300,98,3.24,9.4,112.0,6600.0,29,1,1,0,0,0,0,0,0,0,1,0,0,168.0
167,2,52.0,2540,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,1,0,1,1,0,134.0
168,2,52.0,2536,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,1,0,1,1,0,134.0
169,2,52.0,2551,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,0,0,1,1,0,134.0
170,2,52.0,2679,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,1,0,1,1,0,134.0
171,2,52.0,2714,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,0,0,1,1,0,134.0
172,2,53.0,2975,146,3.62,9.3,116.0,4800.0,30,1,1,0,0,0,0,0,1,0,1,1,0,134.0
173,-1,54.9,2326,122,3.31,8.7,92.0,4200.0,34,1,1,0,0,0,0,0,0,1,0,1,0,65.0
174,-1,54.9,2480,110,3.27,22.5,73.0,4500.0,33,1,0,0,0,0,0,0,0,1,0,1,0,65.0
175,-1,53.9,2414,122,3.31,8.7,92.0,4200.0,32,1,1,0,0,0,0,0,0,1,0,1,0,65.0
176,-1,54.9,2414,122,3.31,8.7,92.0,4200.0,32,1,1,0,0,0,0,0,0,1,0,1,0,65.0
177,-1,53.9,2458,122,3.31,8.7,92.0,4200.0,32,1,1,0,0,0,0,0,0,1,0,1,0,65.0
178,3,52.0,2976,171,3.27,9.3,161.0,5200.0,24,1,1,0,0,0,0,0,0,0,1,0,0,197.0
179,3,52.0,3016,171,3.27,9.3,161.0,5200.0,24,1,1,0,0,0,0,0,0,0,1,0,0,197.0
180,-1,54.1,3131,171,3.27,9.2,156.0,5200.0,24,1,1,0,0,0,0,0,0,0,1,0,0,90.0
181,-1,54.1,3151,161,3.27,9.2,156.0,5200.0,24,1,1,0,0,0,0,0,0,0,1,0,0,122.0
182,2,55.7,2261,97,3.01,23.0,52.0,4800.0,46,1,0,0,0,0,1,0,0,1,0,1,0,122.0
183,2,55.7,2209,109,3.19,9.0,85.0,5250.0,34,1,1,0,0,0,1,0,0,1,0,1,0,122.0
184,2,55.7,2264,97,3.01,23.0,52.0,4800.0,46,1,0,0,0,0,1,0,0,1,0,1,0,94.0
185,2,55.7,2212,109,3.19,9.0,85.0,5250.0,34,1,1,0,0,0,1,0,0,1,0,1,0,94.0
186,2,55.7,2275,109,3.19,9.0,85.0,5250.0,34,1,1,0,0,0,1,0,0,1,0,1,0,94.0
187,2,55.7,2319,97,3.01,23.0,68.0,4500.0,42,1,0,0,0,0,1,0,0,1,0,1,0,94.0
188,2,55.7,2300,109,3.19,10.0,100.0,5500.0,32,1,1,0,0,0,1,0,0,1,0,1,0,94.0
189,3,55.6,2254,109,3.19,8.5,90.0,5500.0,29,1,1,0,0,0,1,0,1,1,0,1,0,122.0
190,3,51.4,2221,109,3.19,8.5,90.0,5500.0,29,1,1,0,0,0,1,0,0,1,0,1,0,256.0
191,0,55.1,2661,136,3.19,8.5,110.0,5500.0,24,1,1,0,0,0,1,0,0,1,0,1,0,122.0
192,0,55.1,2579,97,3.01,23.0,68.0,4500.0,38,1,0,0,0,0,1,0,0,1,0,1,0,122.0
193,0,55.1,2563,109,3.19,9.0,88.0,5500.0,31,1,1,0,0,0,1,0,0,1,0,1,0,122.0
194,-2,56.2,2912,141,3.78,9.5,114.0,5400.0,28,1,1,0,0,0,0,1,0,0,1,1,0,103.0
195,-1,57.5,3034,141,3.78,9.5,114.0,5400.0,28,1,1,0,0,0,0,1,0,0,1,1,0,74.0
196,-2,56.2,2935,141,3.78,9.5,114.0,5400.0,28,1,1,0,0,0,0,1,0,0,1,1,0,103.0
197,-1,57.5,3042,141,3.78,9.5,114.0,5400.0,28,1,1,0,0,0,0,1,0,0,1,1,0,74.0
198,-2,56.2,3045,130,3.62,7.5,162.0,5100.0,22,1,1,0,0,0,0,1,0,0,1,1,0,103.0
199,-1,57.5,3157,130,3.62,7.5,162.0,5100.0,22,1,1,0,0,0,0,1,0,0,1,1,0,74.0
200,-1,55.5,2952,141,3.78,9.5,114.0,5400.0,28,1,1,0,0,0,0,1,0,0,1,1,0,95.0
201,-1,55.5,3049,141,3.78,8.7,160.0,5300.0,25,1,1,0,0,0,0,1,0,0,1,1,0,95.0
202,-1,55.5,3012,173,3.58,8.8,134.0,5500.0,23,1,1,0,0,0,0,1,0,0,1,0,0,95.0
203,-1,55.5,3217,145,3.01,23.0,106.0,4800.0,27,1,0,0,0,0,0,1,0,0,1,1,0,95.0
204,-1,55.5,3062,141,3.78,9.5,114.0,5400.0,25,1,1,0,0,0,0,1,0,0,1,1,0,95.0
